C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_06_527.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_06_527.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_06_527.jpg, 0, 0, 0, 7.824728E-05
C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_06_629.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_06_629.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_06_629.jpg, 0, 0, 0, 7.780555E-05
C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_06_732.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_06_732.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_06_732.jpg, 0, 0, 0, 7.864228E-05
C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_06_834.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_06_834.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_06_834.jpg, 0, 0, 0, 7.851557E-05
C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_06_936.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_06_936.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_06_936.jpg, 0, 0, 0, 7.84615E-05
C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_07_038.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_07_038.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_07_038.jpg, 0, 0, 0, 7.847017E-05
C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_07_139.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_07_139.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_07_139.jpg, 0, 0, 0, 7.797867E-05
C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_07_241.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_07_241.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_07_241.jpg, 0, 0, 0, 7.881751E-05
C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_07_344.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_07_344.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_07_344.jpg, 0, 0, 0, 7.785317E-05
C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\center_2020_06_03_11_39_07_451.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\left_2020_06_03_11_39_07_451.jpg, C:\Users\rowsh\OneDrive\Desktop\DL SD cars\Train data 3 laps udacity sim\IMG\right_2020_06_03_11_39_07_451.jpg, 0, 0, 0, 8.133311E-05
